node_id,label
239.139734,Resistant
395.131604,Resistant
358.162432,Resistant
342.229164,Resistant
297.244135,Resistant
354.098957,Resistant
351.07047,Resistant
465.163675,Resistant
308.296287,Resistant
434.193604,Resistant
353.343124,Resistant
466.199406,Resistant
417.265227,Resistant
411.384773,Resistant
322.006415,Resistant
324.022134,Resistant
246.097837,Resistant
245.068144,Resistant
311.063083,Resistant
301.067904,Resistant
242.085906,Resistant
334.990427,Resistant
292.003494,Resistant
219.029955,Resistant
358.035201,Resistant
241.090651,Resistant
349.091585,Resistant
365.086284,Resistant
308.117635,Resistant
242.093654,Resistant
358.042043,Resistant
244.109234,Resistant
392.012191,Resistant
348.058258,Resistant
394.064178,Resistant
397.128609,Resistant
477.123427,Resistant
429.043446,Resistant
347.100295,Resistant
402.032838,Resistant
295.101271,Resistant
369.011265,Resistant
433.027393,Resistant
256.090424,Resistant
422.130697,Resistant
429.032376,Resistant
332.09673,Resistant
496.125093,Resistant
460.110192,Resistant
494.144357,Resistant
482.150363,Resistant
498.14529,Resistant
545.167189,Resistant
417.065994,Resistant
403.133809,Resistant
478.158308,Resistant
374.066705,Resistant
462.134543,Resistant
434.128592,Resistant
479.179692,Resistant
509.186243,Resistant
402.268968,Resistant
437.099692,Resistant
521.186683,Resistant
523.140465,Resistant
396.218829,Resistant
465.195993,Resistant
383.35377,Resistant
419.132838,Resistant
543.191499,Resistant
497.146427,Resistant
524.250641,Resistant
540.199851,Resistant
560.215383,Resistant
514.245492,Resistant
455.281245,Resistant
485.283288,Resistant
595.240735,Resistant
609.256878,Resistant
276.985118,Resistant
493.11821,Resistant
441.203914,Resistant
585.25562,Resistant
307.08048,Resistant
394.105113,Resistant
435.11211,Resistant
481.332967,Resistant
326.063559,Resistant
351.107389,Resistant
372.051189,Resistant
391.01711,Resistant
409.064033,Resistant
450.107575,Resistant
413.168695,Resistant
470.178881,Resistant
433.20825,Resistant
498.199153,Resistant
482.146459,Resistant
557.24031,Resistant
283.003411,Resistant
358.01441,Resistant
422.084842,Resistant
481.175296,Resistant
508.092628,Resistant
288.000804,Resistant
236.968779,Resistant
246.088729,Resistant
306.055664,Resistant
407.174848,Resistant
469.282009,Resistant
432.151581,Resistant
286.021551,Resistant
279.008419,Resistant
416.077755,Resistant
513.144775,Resistant
280.094188,Resistant
274.047446,Resistant
278.114772,Resistant
320.161917,Resistant
327.099181,Resistant
357.113159,Resistant
405.113197,Resistant
245.139749,Resistant
325.060255,Resistant
395.138569,Resistant
393.101625,Resistant
244.082027,Resistant
261.112198,Resistant
321.029079,Resistant
227.028056,Resistant
338.099903,Resistant
339.102149,Resistant
378.123135,Resistant
376.115555,Resistant
381.112518,Resistant
348.156622,Resistant
420.150293,Resistant
381.098698,Resistant
501.271981,Resistant
551.250826,Resistant
245.01271,Resistant
288.072623,Resistant
328.05817,Resistant
412.100349,Resistant
407.07402,Resistant
366.041038,Resistant
384.051192,Resistant
404.056251,Resistant
482.113844,Resistant
291.072684,Resistant
307.103803,Resistant
503.160614,Resistant
223.072681,Resistant
225.088267,Resistant
257.078238,Resistant
310.104896,Resistant
280.130473,Resistant
342.131161,Resistant
287.103177,Resistant
291.135153,Resistant
322.141065,Resistant
262.145245,Resistant
293.150942,Resistant
274.144409,Resistant
370.162397,Resistant
331.130098,Resistant
354.109873,Resistant
380.183013,Resistant
371.125538,Resistant
374.172855,Resistant
422.157691,Resistant
432.141968,Resistant
387.15684,Resistant
404.183249,Resistant
422.19406,Resistant
362.197945,Resistant
380.208714,Resistant
412.198334,Resistant
398.125244,Resistant
408.156939,Resistant
452.193599,Resistant
493.183546,Resistant
461.193481,Resistant
470.193851,Resistant
486.189055,Resistant
472.198905,Resistant
289.050199,Resistant
364.060697,Resistant
412.082786,Resistant
422.065842,Resistant
420.086026,Resistant
450.098478,Resistant
455.113746,Resistant
451.116733,Resistant
440.138291,Resistant
456.134328,Resistant
228.033685,Resistant
229.123495,Resistant
245.154357,Resistant
285.113298,Resistant
313.202469,Resistant
301.181305,Resistant
381.13484,Resistant
381.171341,Resistant
407.244954,Resistant
473.239712,Resistant
485.182819,Resistant
463.270624,Resistant
471.239403,Resistant
545.276441,Resistant
241.017228,Resistant
227.038422,Resistant
259.028524,Resistant
279.053806,Resistant
295.049691,Resistant
245.08559,Resistant
277.074802,Resistant
293.069479,Resistant
321.100815,Resistant
349.133214,Resistant
365.128124,Resistant
363.148794,Resistant
353.106955,Resistant
369.137958,Resistant
405.159474,Resistant
417.159249,Resistant
387.185133,Resistant
459.170165,Resistant
485.149302,Resistant
489.180497,Resistant
247.028355,Resistant
265.039007,Resistant
269.024025,Resistant
285.019058,Resistant
257.012887,Resistant
240.033801,Resistant
256.02883,Resistant
272.023823,Resistant
239.049695,Resistant
255.044755,Resistant
271.039711,Resistant
255.062447,Resistant
243.033465,Resistant
227.055577,Resistant
243.050295,Resistant
275.023475,Resistant
291.01831,Resistant
254.078581,Resistant
226.071821,Resistant
258.043755,Resistant
242.067161,Resistant
274.039323,Resistant
258.062006,Resistant
241.083258,Resistant
273.055152,Resistant
229.054217,Resistant
245.048656,Resistant
229.071297,Resistant
261.043315,Resistant
245.06607,Resistant
277.038227,Resistant
293.034,Resistant
244.065086,Resistant
228.087752,Resistant
260.060098,Resistant
276.055073,Resistant
247.064216,Resistant
231.086789,Resistant
263.058778,Resistant
247.082578,Resistant
262.075853,Resistant
249.079782,Resistant
265.074727,Resistant
281.070547,Resistant
251.096182,Resistant
267.992483,Resistant
249.051237,Resistant
253.017997,Resistant
269.012894,Resistant
252.033867,Resistant
236.056478,Resistant
268.028567,Resistant
252.051583,Resistant
284.023868,Resistant
268.04565,Resistant
300.018635,Resistant
316.013481,Resistant
235.072562,Resistant
267.044576,Resistant
251.067588,Resistant
283.040015,Resistant
267.062449,Resistant
299.033438,Resistant
239.038582,Resistant
223.060767,Resistant
255.033521,Resistant
239.055393,Resistant
271.028,Resistant
255.050469,Resistant
287.023346,Resistant
271.046241,Resistant
303.018223,Resistant
330.058104,Resistant
254.049532,Resistant
238.072217,Resistant
270.044407,Resistant
254.06652,Resistant
286.038575,Resistant
270.061526,Resistant
302.034169,Resistant
237.088119,Resistant
269.06037,Resistant
253.083195,Resistant
285.055367,Resistant
269.077567,Resistant
301.050407,Resistant
285.073071,Resistant
241.054244,Resistant
225.076243,Resistant
257.049215,Resistant
241.071423,Resistant
273.043078,Resistant
257.066946,Resistant
289.038219,Resistant
273.061959,Resistant
305.033992,Resistant
224.092909,Resistant
256.065337,Resistant
240.087889,Resistant
256.082849,Resistant
288.0549,Resistant
272.077167,Resistant
304.049941,Resistant
239.103853,Resistant
255.098942,Resistant
287.070809,Resistant
271.09382,Resistant
303.065813,Resistant
243.068973,Resistant
227.091843,Resistant
259.064248,Resistant
243.086859,Resistant
275.059722,Resistant
259.081679,Resistant
291.054671,Resistant
275.077613,Resistant
307.04972,Resistant
323.044453,Resistant
226.107875,Resistant
242.103506,Resistant
274.075675,Resistant
258.098477,Resistant
290.070746,Resistant
306.065587,Resistant
257.114416,Resistant
229.108252,Resistant
245.10246,Resistant
261.098097,Resistant
309.065416,Resistant
260.114308,Resistant
263.096122,Resistant
279.091086,Resistant
295.086029,Resistant
311.080993,Resistant
247.018611,Resistant
263.013496,Resistant
251.002138,Resistant
266.013123,Resistant
261.034147,Resistant
245.056924,Resistant
277.029113,Resistant
261.052022,Resistant
277.046964,Resistant
265.017091,Resistant
249.040732,Resistant
265.035376,Resistant
260.068014,Resistant
232.06185,Resistant
264.033824,Resistant
248.056745,Resistant
280.027814,Resistant
264.050726,Resistant
296.023531,Resistant
280.046544,Resistant
312.01879,Resistant
247.072505,Resistant
279.043863,Resistant
263.066894,Resistant
295.039502,Resistant
279.062407,Resistant
311.034284,Resistant
295.057559,Resistant
327.028546,Resistant
235.06072,Resistant
267.033652,Resistant
251.056414,Resistant
283.027728,Resistant
267.051382,Resistant
299.02328,Resistant
283.04542,Resistant
315.018398,Resistant
234.077175,Resistant
266.04959,Resistant
250.071377,Resistant
282.044126,Resistant
266.066628,Resistant
298.039409,Resistant
282.061316,Resistant
314.034506,Resistant
298.057176,Resistant
330.029187,Resistant
233.093427,Resistant
249.088174,Resistant
281.060495,Resistant
265.082335,Resistant
297.055273,Resistant
281.077259,Resistant
313.050334,Resistant
297.072072,Resistant
329.04532,Resistant
313.068481,Resistant
221.081561,Resistant
237.076206,Resistant
253.071176,Resistant
285.043443,Resistant
269.06611,Resistant
301.039,Resistant
285.062033,Resistant
317.034047,Resistant
301.056846,Resistant
333.029031,Resistant
328.059905,Resistant
312.084132,Resistant
236.092358,Resistant
252.08783,Resistant
284.060104,Resistant
268.08212,Resistant
300.054978,Resistant
284.077055,Resistant
316.049857,Resistant
300.072833,Resistant
332.045017,Resistant
251.103941,Resistant
283.076067,Resistant
267.097963,Resistant
299.070699,Resistant
283.093872,Resistant
315.065798,Resistant
299.088727,Resistant
315.08385,Resistant
223.097266,Resistant
239.092069,Resistant
255.08686,Resistant
287.059673,Resistant
271.081553,Resistant
303.054726,Resistant
287.077598,Resistant
319.048671,Resistant
335.044598,Resistant
282.109721,Resistant
298.104728,Resistant
238.108539,Resistant
254.102802,Resistant
286.075887,Resistant
270.097832,Resistant
302.070601,Resistant
286.093505,Resistant
318.065724,Resistant
302.088415,Resistant
334.059338,Resistant
253.119646,Resistant
269.114493,Resistant
301.086284,Resistant
285.108822,Resistant
317.081345,Resistant
301.104475,Resistant
333.076626,Resistant
225.112602,Resistant
241.107466,Resistant
257.102366,Resistant
289.075396,Resistant
273.09727,Resistant
305.069334,Resistant
289.09214,Resistant
321.064449,Resistant
305.087964,Resistant
337.060504,Resistant
256.11841,Resistant
288.091352,Resistant
272.114089,Resistant
304.086249,Resistant
288.10925,Resistant
320.081404,Resistant
255.135252,Resistant
271.129512,Resistant
287.125023,Resistant
227.128846,Resistant
243.123123,Resistant
259.118086,Resistant
275.113911,Resistant
307.085982,Resistant
291.108931,Resistant
323.081069,Resistant
339.075961,Resistant
290.1248,Resistant
293.105906,Resistant
309.101748,Resistant
325.096674,Resistant
259.018409,Resistant
275.012676,Resistant
291.008343,Resistant
273.034047,Resistant
289.028272,Resistant
273.052044,Resistant
305.024119,Resistant
261.040724,Resistant
272.068156,Resistant
288.06313,Resistant
244.061696,Resistant
276.033478,Resistant
260.056718,Resistant
276.050896,Resistant
308.023755,Resistant
292.045693,Resistant
324.018484,Resistant
243.077744,Resistant
275.049768,Resistant
259.072642,Resistant
291.044734,Resistant
275.067713,Resistant
307.039695,Resistant
291.062483,Resistant
323.034729,Resistant
307.057611,Resistant
339.029568,Resistant
231.06645,Resistant
247.060547,Resistant
279.033562,Resistant
263.055855,Resistant
295.028552,Resistant
279.050306,Resistant
311.023734,Resistant
295.046255,Resistant
327.018607,Resistant
274.083691,Resistant
246.076478,Resistant
278.049444,Resistant
262.071787,Resistant
294.044329,Resistant
278.066501,Resistant
310.039364,Resistant
294.062223,Resistant
326.034433,Resistant
310.057303,Resistant
342.029616,Resistant
245.093247,Resistant
261.087503,Resistant
277.082498,Resistant
309.055393,Resistant
293.0781,Resistant
325.050341,Resistant
309.073083,Resistant
341.045636,Resistant
325.06816,Resistant
357.040345,Resistant
233.081996,Resistant
249.076464,Resistant
281.049364,Resistant
265.071266,Resistant
297.044146,Resistant
281.066055,Resistant
313.038124,Resistant
297.060779,Resistant
329.033978,Resistant
313.057007,Resistant
345.029314,Resistant
260.104136,Resistant
324.066044,Resistant
340.061599,Resistant
232.097527,Resistant
248.092978,Resistant
264.087241,Resistant
296.060101,Resistant
